Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age,Mileage_per_Year
Ford,Taurus,2010,Saudi,Grey,Semi Full,4.4,Gas,Automatic,10000,Al-Namas,25000.0,15,625.0
Nissan,X-Trail,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,24000,Al-Medina,70000.0,5,4000.0
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,72000,Dammam,36500.0,6,10285.714285714286
INFINITI,QX,2012,Saudi,Oily,Full,5.4,Gas,Automatic,205000,Riyadh,77000.0,13,14642.857142857143
Nissan,Sunny,2019,Saudi,Brown,Standard,1.5,Gas,Automatic,42000,Dammam,34000.0,6,6000.0
Ford,Expedition,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,109000,Riyadh,72000.0,9,10900.0
Mercedes,S,2009,Saudi,Brown,Full,3.5,Gas,Automatic,174000,Riyadh,72000.0,16,10235.29411764706
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,63000,Qassim,53000.0,7,7875.0
Ford,Taurus,2016,Saudi,Red,Semi Full,3.5,Gas,Automatic,118000,Dammam,65000.0,9,11800.0
BMW,The 7,2014,Gulf Arabic,Silver,Unknown,3.6,Gas,Automatic,139000,Riyadh,90000.0,11,11583.333333333334
Toyota,Camry,2017,Unknown,White,Unknown,2.5,Gas,Automatic,120000,Abha,59000.0,8,13333.333333333334
GMC,Yukon,2010,Saudi,White,Semi Full,6.2,Gas,Automatic,360000,Jazan,22000.0,15,22500.0
Toyota,Land Cruiser,2010,Gulf Arabic,White,Full,1.5,Gas,Automatic,310000,Riyadh,81000.0,15,19375.0
Ford,Expedition,2014,Gulf Arabic,White,Semi Full,5.4,Gas,Automatic,204000,Riyadh,45000.0,11,17000.0
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,65392,Al-Ahsa,37000.0,6,9341.714285714286
Nissan,VTC,2014,Gulf Arabic,White,Standard,4.8,Gas,Manual,244000,Qassim,50000.0,11,20333.333333333332
Toyota,Corolla,2012,Other,Silver,Standard,1.6,Gas,Automatic,254000,Dammam,21000.0,13,18142.85714285714
BMW,The 7,2012,Saudi,Black,Semi Full,3.5,Gas,Automatic,197000,Jeddah,50000.0,13,14071.42857142857
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Dammam,20000.0,10,8272.727272727272
Hyundai,Elantra,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,140,Riyadh,38000.0,10,12.727272727272727
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,140,Riyadh,50000.0,11,11.666666666666666
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,55500,Arar,884.0,6,7928.571428571428
Hyundai,Sonata,2016,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,94000,Makkah,50000.0,9,9400.0
Ford,Marquis,2008,Other,Silver,Full,4.6,Gas,Automatic,171000,Riyadh,27000.0,17,9500.0
Kia,Cadenza,2020,Saudi,Brown,Semi Full,3.3,Gas,Automatic,17000,Yanbu,95000.0,5,2833.3333333333335
Ford,Victoria,2011,Saudi,Black,Standard,4.6,Gas,Automatic,176000,Khobar,50000.0,14,11733.333333333334
Hyundai,Senta fe,2019,Other,White,Full,3.5,Gas,Automatic,10000,Hafar Al-Batin,2357.0,6,1428.5714285714287
Volkswagen,Passat,2012,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,216000,Jeddah,22000.0,13,15428.57142857143
Mercedes,S,2010,Other,Grey,Semi Full,5.5,Gas,Automatic,228000,Al-Ahsa,63000.0,15,14250.0
Mercedes,GLE,2016,Saudi,Silver,Semi Full,3.0,Gas,Automatic,71000,Aseer,138000.0,9,7100.0
Hummer,H-2,2008,Saudi,Blue,Full,6.2,Gas,Automatic,208,Riyadh,96000.0,17,11.555555555555555
Chevrolet,Traverse,2011,Other,Another Color,Standard,2.5,Gas,Automatic,320000,Riyadh,23000.0,14,21333.333333333332
Toyota,Camry,2008,Saudi,White,Full,2.4,Gas,Manual,360000,Makkah,19000.0,17,20000.0
Toyota,Rav4,2014,Saudi,Black,Full,2.5,Gas,Automatic,155,Riyadh,55000.0,11,12.916666666666666
Geely,Emgrand,2019,Saudi,Blue,Semi Full,1.8,Gas,Automatic,70000,Riyadh,35000.0,6,10000.0
Nissan,Altima,2014,Saudi,Brown,Semi Full,2.5,Gas,Automatic,139000,Riyadh,36000.0,11,11583.333333333334
Toyota,Prado,2016,Saudi,White,Semi Full,6.0,Gas,Automatic,180,Qassim,91000.0,9,18.0
GMC,Acadia,2017,Saudi,White,Semi Full,3.6,Gas,Automatic,298000,Aseer,75000.0,8,33111.11111111111
Toyota,Avalon,2015,Gulf Arabic,White,Full,3.5,Gas,Automatic,100000,Riyadh,87000.0,10,9090.90909090909
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,1.0,Gas,Automatic,495,Riyadh,90000.0,12,38.07692307692308
Honda,Odyssey,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,40000,Jeddah,100000.0,5,6666.666666666667
Toyota,Avanza,2016,Saudi,Blue,Standard,1.6,Gas,Automatic,217,Jeddah,37500.0,9,21.7
Kia,Carnival,2019,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,99000,Riyadh,2141.0,6,14142.857142857143
Toyota,Land Cruiser,2018,Saudi,White,Full,3.8,Gas,Automatic,60048,Jeddah,173000.0,7,7506.0
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,180000,Jeddah,52000.0,11,15000.0
Toyota,Land Cruiser Pickup,2013,Saudi,Another Color,Full,4.0,Gas,Manual,73000,Jeddah,103000.0,12,5615.384615384615
Lexus,ES,2016,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,127000.0,9,5000.0
Hyundai,Sonata,2011,Saudi,Grey,Semi Full,1.6,Gas,Automatic,450,Aseer,18000.0,14,30.0
Mazda,6,2019,Saudi,Black,Standard,2.5,Gas,Automatic,66000,Dammam,72000.0,6,9428.57142857143
Toyota,Land Cruiser 70,2011,Saudi,White,Semi Full,4.0,Gas,Manual,352500,Hail,58000.0,14,23500.0
Toyota,Furniture,2012,Other,White,Semi Full,2.7,Gas,Automatic,225000,Riyadh,0.0,13,16071.42857142857
Mercedes,C,2015,Other,White,Full,2.0,Gas,Automatic,82000,Dammam,109000.0,10,7454.545454545455
MG,5,2021,Saudi,Black,Semi Full,1.5,Gas,Automatic,3400,Al-Baha,42000.0,4,680.0
Toyota,Prado,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,7000,Qassim,172000.0,5,1166.6666666666667
Toyota,Land Cruiser Pickup,2017,Gulf Arabic,Bronze,Standard,4.0,Gas,Manual,25471,Qassim,122000.0,8,2830.1111111111113
Mazda,CX9,2015,Saudi,Grey,Full,2.5,Gas,Automatic,62000,Qassim,76000.0,10,5636.363636363636
Toyota,FJ,2015,Saudi,White,Full,2.7,Gas,Automatic,230000,Qassim,85000.0,10,20909.090909090908
BMW,The 3,2018,Saudi,Grey,Full,3.5,Gas,Automatic,96000,Dammam,90000.0,7,12000.0
BMW,Z,2015,Saudi,White,Full,4.0,Gas,Automatic,65555,Jeddah,95000.0,10,5959.545454545455
Hyundai,Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,240000,Jeddah,35000.0,8,26666.666666666668
Ford,Edge,2016,Saudi,Silver,Standard,3.6,Gas,Automatic,197000,Riyadh,62000.0,9,19700.0
Mercedes,C,2016,Other,Grey,Full,2.0,Gas,Automatic,186000,Makkah,108000.0,9,18600.0
Changan,Seven,2021,Saudi,White,Standard,1.5,Gas,Automatic,11000,Riyadh,32500.0,4,2200.0
Hyundai,Elantra,2012,Saudi,Another Color,Standard,2.0,Gas,Automatic,289000,Aseer,21000.0,13,20642.85714285714
Lexus,ES,2016,Gulf Arabic,Bronze,Semi Full,2.6,Gas,Automatic,92000,Dammam,98000.0,9,9200.0
INFINITI,FX,2007,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,170,Jazan,25000.0,18,8.947368421052632
Hyundai,Avante,2017,Other,White,Full,1.6,Diesel,Automatic,110750,Al-Ahsa,60000.0,8,12305.555555555555
Chevrolet,Tahoe,2018,Other,Black,Full,5.3,Gas,Automatic,127000,Dammam,155000.0,7,15875.0
Hyundai,H1,2018,Saudi,White,Standard,2.4,Gas,Automatic,179767,Riyadh,52000.0,7,22470.875
Toyota,Land Cruiser,2010,Saudi,White,Full,1.5,Gas,Automatic,360000,Riyadh,83000.0,15,22500.0
Ford,Explorer,2012,Saudi,Black,Standard,3.5,Gas,Automatic,336000,Dammam,35000.0,13,24000.0
Lexus,ES,2016,Other,White,Semi Full,3.5,Gas,Automatic,95000,Al-Ahsa,103000.0,9,9500.0
Land Rover,Range Rover,2015,Other,Grey,Full,2.8,Gas,Automatic,102000,Al-Ahsa,158000.0,10,9272.727272727272
Ford,Fusion,2018,Other,Blue,Semi Full,1.5,Gas,Automatic,125000,Al-Ahsa,57000.0,7,15625.0
Mazda,6,2016,Other,Black,Semi Full,2.0,Gas,Manual,172000,Al-Ahsa,45000.0,9,17200.0
Ford,Taurus,2017,Other,Black,Standard,3.5,Gas,Automatic,118000,Dammam,73000.0,8,13111.111111111111
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,193000,Jeddah,58000.0,9,19300.0
Nissan,Datsun,2012,Saudi,White,Standard,1.0,Gas,Manual,333000,Makkah,18000.0,13,23785.714285714286
Hyundai,Sonata,2016,Saudi,Grey,Semi Full,2.4,Gas,Automatic,96460,Riyadh,49000.0,9,9646.0
Toyota,Camry,2019,Saudi,Bronze,Standard,2.5,Gas,Automatic,88000,Riyadh,70000.0,6,12571.42857142857
Hyundai,Elantra,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,10000,Dammam,63000.0,5,1666.6666666666667
Toyota,Hilux,2014,Saudi,White,Semi Full,2.7,Gas,Manual,309000,Al-Medina,45000.0,11,25750.0
Ford,Edge,2013,Saudi,Black,Semi Full,3.5,Gas,Automatic,217000,Al-Ahsa,32000.0,12,16692.30769230769
Toyota,Furniture,2016,Saudi,White,Semi Full,2.4,Diesel,Automatic,120000,Al-Jouf,92000.0,9,12000.0
Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,6000,Jeddah,85000.0,8,666.6666666666666
Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,12000,Jeddah,80000.0,8,1333.3333333333333
Ford,Edge,2017,Saudi,White,Standard,3.5,Gas,Automatic,89000,Jeddah,68000.0,8,9888.888888888889
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,72000,Jeddah,60000.0,6,10285.714285714286
Hyundai,Elantra,2019,Saudi,Navy,Semi Full,2.0,Gas,Automatic,55000,Jeddah,60000.0,6,7857.142857142857
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,139000,Jeddah,43000.0,8,15444.444444444445
Kia,Optima,2015,Saudi,White,Full,2.0,Gas,Automatic,240000,Jeddah,33000.0,10,21818.18181818182
Nissan,Datsun,2015,Saudi,White,Semi Full,2.0,Gas,Manual,130000,Jeddah,32000.0,10,11818.181818181818
Bentley,Flying Spur,2011,Saudi,Navy,Full,6.0,Gas,Automatic,183000,Jeddah,100000.0,14,12200.0
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,155000,Jeddah,75000.0,9,15500.0
GMC,Sierra,2016,Saudi,Black,Semi Full,5.2,Gas,Automatic,180000,Jeddah,72000.0,9,18000.0
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,130000,Jeddah,67000.0,8,14444.444444444445
Kia,Sportage,2019,Saudi,Black,Standard,1.6,Gas,Automatic,46000,Jeddah,65000.0,6,6571.428571428572
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,135000,Jeddah,61000.0,8,15000.0
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,130000,Jeddah,55000.0,9,13000.0
Honda,Odyssey,2015,Saudi,Another Color,Full,2.4,Gas,Automatic,100000,Jeddah,53000.0,10,9090.90909090909
Honda,Civic,2018,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,61000,Jeddah,45000.0,7,7625.0
Honda,Civic,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Jeddah,45000.0,7,11375.0
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,135000,Jeddah,45000.0,8,15000.0
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,100000,Jeddah,44000.0,7,12500.0
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,68000,Jeddah,44000.0,7,8500.0
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,240000,Jeddah,41000.0,8,26666.666666666668
Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,88000,Jeddah,37000.0,8,9777.777777777777
Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,181000,Jeddah,37000.0,8,20111.11111111111
Kia,Cerato,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,150000,Jeddah,30000.0,9,15000.0
Kia,Cerato,2016,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,112000,Jeddah,30000.0,9,11200.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,138000,Jeddah,24000.0,8,15333.333333333334
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,88000,Jeddah,24000.0,7,11000.0
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,200000,Jeddah,20000.0,9,20000.0
Toyota,Prado,2015,Saudi,White,Full,1.6,Gas,Automatic,55000,Jubail,130000.0,10,5000.0
Changan,Eado,2020,Saudi,Red,Semi Full,1.6,Gas,Automatic,91000,Dammam,43000.0,5,15166.666666666666
Ford,Taurus,2015,Other,White,Full,3.5,Gas,Automatic,121000,Dammam,82000.0,10,11000.0
Changan,Eado,2020,Saudi,White,Semi Full,1.6,Gas,Automatic,64695,Riyadh,42000.0,5,10782.5
Toyota,Furniture,2019,Saudi,White,Full,4.0,Gas,Automatic,113000,Riyadh,105000.0,6,16142.857142857143
Hyundai,Accent,2011,Saudi,White,Standard,1.8,Gas,Automatic,285205,Al-Medina,14000.0,14,19013.666666666668
Jeep,Grand Cherokee,2014,Saudi,Black,Semi Full,5.7,Gas,Automatic,175000,Jubail,70000.0,11,14583.333333333334
Honda,Civic,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,86000,Makkah,40000.0,8,9555.555555555555
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,61000,Dammam,38000.0,6,8714.285714285714
Land Rover,Range Rover,2014,Saudi,White,Full,3.0,Gas,Automatic,195000,Dammam,170000.0,11,16250.0
Mercedes,GL,2014,Saudi,White,Full,4.6,Gas,Automatic,139000,Dammam,135000.0,11,11583.333333333334
BMW,The 6,2013,Saudi,Black,Full,3.0,Gas,Automatic,108000,Dammam,120000.0,12,8307.692307692309
Lexus,IS,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,89000,Dammam,128000.0,9,8900.0
Nissan,Sentra,2016,Saudi,White,Standard,1.6,Gas,Automatic,139000,Riyadh,36000.0,9,13900.0
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,50000,Riyadh,53000.0,7,6250.0
Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,91000,Riyadh,32000.0,6,13000.0
Ford,F150,2019,Saudi,Brown,Semi Full,5.4,Gas,Automatic,13000,Dammam,108000.0,6,1857.142857142857
Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,194000,Riyadh,80000.0,7,24250.0
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,36000,Al-Ahsa,43000.0,6,5142.857142857143
Dodge,Durango,2014,Saudi,Grey,Semi Full,3.6,Gas,Automatic,244000,Al-Namas,52000.0,11,20333.333333333332
Kia,Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,173588,Riyadh,36500.0,10,15780.727272727272
Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,230000,Dammam,35000.0,11,19166.666666666668
Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,48933,Riyadh,50000.0,7,6116.625
Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,40000,Dammam,132000.0,5,6666.666666666667
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,99000,Al-Ahsa,129000.0,8,11000.0
Kia,Optima,2014,Gulf Arabic,Silver,Full,2.4,Gas,Automatic,200,Al-Medina,45000.0,11,16.666666666666668
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,147000,Jazan,45000.0,10,13363.636363636364
Toyota,Avalon,2019,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,60000,Tabouk,115000.0,6,8571.42857142857
Chevrolet,Optra,2011,Saudi,White,Standard,1.6,Gas,Automatic,216000,Riyadh,9000.0,14,14400.0
Hyundai,Sonata,2020,Saudi,Grey,Semi Full,2.5,Gas,Automatic,47000,Riyadh,2314.0,5,7833.333333333333
Nissan,Sunny,2011,Saudi,White,Standard,1.4,Gas,Manual,290,Riyadh,7000.0,14,19.333333333333332
Hyundai,Sonata,2018,Saudi,Another Color,Standard,2.4,Gas,Automatic,7400,Aseer,58000.0,7,925.0
Mazda,CX9,2016,Saudi,Another Color,Full,3.7,Gas,Automatic,124,Qassim,57000.0,9,12.4
FAW,B50,2016,Saudi,Black,Full,1.4,Gas,Automatic,89000,Jeddah,25000.0,9,8900.0
GMC,Sierra,2019,Saudi,Black,Standard,5.3,Gas,Automatic,8900,Al-Jouf,130000.0,6,1271.4285714285713
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,245000,Aseer,30000.0,10,22272.727272727272
Hyundai,Senta fe,2013,Saudi,White,Semi Full,3.3,Gas,Automatic,16700,Jeddah,52000.0,12,1284.6153846153845
Toyota,Avalon,2021,Saudi,White,Semi Full,3.5,Gas,Automatic,6500,Riyadh,140000.0,4,1300.0
Cadillac,ATS,2018,Gulf Arabic,Black,Full,2.0,Gas,Automatic,51000,Riyadh,125000.0,7,6375.0
Toyota,Avalon,2011,Saudi,Black,Full,3.5,Gas,Automatic,150000,Makkah,58000.0,14,10000.0
Hyundai,Accent,2012,Saudi,White,Semi Full,1.6,Gas,Manual,228000,Jeddah,15000.0,13,16285.714285714286
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,220000,Riyadh,68000.0,9,22000.0
Toyota,Rav4,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,84000,Jubail,85000.0,7,10500.0
Ford,Ranger,2021,Saudi,Navy,Standard,2.2,Diesel,Manual,9000,Abha,85000.0,4,1800.0
Hyundai,Sonata,2017,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,20000,Riyadh,36000.0,8,2222.222222222222
Mazda,3,2015,Saudi,White,Standard,1.6,Gas,Automatic,200000,Riyadh,25000.0,10,18181.81818181818
Geely,Other,2017,Saudi,Blue,Full,1.4,Gas,Automatic,45000,Riyadh,36000.0,8,5000.0
Chevrolet,Caprice,2013,Saudi,White,Standard,6.0,Gas,Automatic,266000,Riyadh,37000.0,12,20461.53846153846
Ford,Victoria,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,130000,Dammam,70000.0,10,11818.181818181818
Cadillac,Escalade,2016,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,130000,Dammam,180000.0,9,13000.0
Kia,Mohave,2014,Saudi,White,Standard,3.8,Gas,Automatic,192,Dammam,39000.0,11,16.0
Ford,Taurus,2014,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000.0,11,12666.666666666666
GMC,Yukon,2013,Saudi,White,Full,2.7,Gas,Automatic,300,Jeddah,55000.0,12,23.076923076923077
Hyundai,Other,2012,Saudi,Black,Full,2.4,Gas,Automatic,3330,Aseer,25000.0,13,237.85714285714286
Hyundai,Tucson,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,120000,Jeddah,62000.0,7,15000.0
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,18000,Jeddah,77000.0,8,2000.0
Toyota,FJ,2016,Saudi,White,Full,4.0,Gas,Automatic,148,Tabouk,98000.0,9,14.8
Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,31000,Al-Baha,75000.0,8,3444.4444444444443
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,60000,Jeddah,75000.0,9,6000.0
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000.0,9,9500.0
Hyundai,Sonata,2008,Other,Grey,Standard,2.0,Gas,Automatic,382,Riyadh,12000.0,17,21.22222222222222
Mazda,6,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000.0,11,15416.666666666666
Nissan,Datsun,2009,Saudi,White,Semi Full,2.0,Gas,Manual,85000,Al-Medina,45000.0,16,5000.0
Toyota,Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,311100,Al-Medina,63000.0,19,15555.0
Toyota,Furniture,2008,Saudi,White,Full,4.0,Gas,Automatic,288000,Al-Medina,36000.0,17,16000.0
Toyota,Land Cruiser Pickup,2014,Saudi,Bronze,Standard,6.0,Gas,Manual,192000,Al-Medina,73000.0,11,16000.0
INFINITI,QX,2016,Saudi,Grey,Full,5.6,Gas,Automatic,185000,Dammam,119000.0,9,18500.0
Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,133000,Riyadh,48000.0,8,14777.777777777777
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,73000,Dammam,48500.0,6,10428.57142857143
Ford,Taurus,2015,Other,Brown,Semi Full,3.5,Gas,Automatic,104000,Dammam,74000.0,10,9454.545454545454
Kia,Carnival,2016,Other,White,Semi Full,2.0,Gas,Automatic,85000,Dammam,64000.0,9,8500.0
Chrysler,S300,2018,Other,Navy,Full,3.5,Gas,Automatic,66000,Dammam,122000.0,7,8250.0
Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,49000.0,11,15000.0
Ford,Taurus,2017,Other,Grey,Full,3.5,Gas,Automatic,131000,Dammam,73000.0,8,14555.555555555555
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,22000,Hafar Al-Batin,41500.0,6,3142.8571428571427
Toyota,FJ,2012,Other,White,Full,4.0,Gas,Automatic,270,Tabouk,60000.0,13,19.285714285714285
Hyundai,Elantra,2013,Other,Silver,Semi Full,1.6,Gas,Automatic,169,Riyadh,20000.0,12,13.0
Nissan,VTC,2019,Other,White,Full,4.8,Gas,Automatic,39000,Abha,145000.0,6,5571.428571428572
Chevrolet,Impala,2014,Gulf Arabic,White,Standard,3.6,Gas,Automatic,255000,Khobar,43000.0,11,21250.0
Chevrolet,Optra,2008,Other,Blue,Semi Full,1.6,Gas,Automatic,253250,Jeddah,9000.0,17,14069.444444444445
Hyundai,Elantra,2017,Saudi,Grey,Full,2.0,Gas,Automatic,140000,Jeddah,47000.0,8,15555.555555555555
Chrysler,300,2014,Saudi,Black,Semi Full,5.7,Gas,Automatic,272000,Riyadh,45000.0,11,22666.666666666668
Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000.0,9,6990.0
GMC,Sierra,2020,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Dammam,155000.0,5,10000.0
Toyota,Hilux,2016,Other,White,Full,2.7,Gas,Automatic,208,Hail,77000.0,9,20.8
Chevrolet,Caprice,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,235000,Tabouk,65000.0,10,21363.636363636364
Honda,Accord,2014,Saudi,White,Semi Full,2.4,Gas,Automatic,300,Riyadh,45000.0,11,25.0
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,159000,Dammam,55000.0,8,17666.666666666668
Honda,Accord,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,349000,Riyadh,48000.0,11,29083.333333333332
Chevrolet,Suburban,2015,Saudi,Another Color,Full,5.3,Gas,Automatic,70000,Al-Baha,160000.0,10,6363.636363636364
GMC,Sierra,2013,Saudi,Silver,Full,5.3,Gas,Automatic,334,Riyadh,45000.0,12,25.692307692307693
Lexus,ES,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000.0,9,20000.0
Geely,EC7,2014,Saudi,Black,Full,1.6,Gas,Automatic,229000,Jeddah,18000.0,11,19083.333333333332
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,139400,Tabouk,58000.0,8,15488.888888888889
Mazda,CX9,2020,Saudi,Grey,Full,4.0,Gas,Automatic,51000,Riyadh,130000.0,5,8500.0
Ford,Taurus,2017,Other,Black,Semi Full,1.7,Gas,Automatic,92595,Riyadh,83000.0,8,10288.333333333334
Hyundai,Azera,2018,Saudi,Another Color,Standard,3.5,Gas,Automatic,147,Tabouk,2049.0,7,18.375
Dodge,Durango,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,200900,Jeddah,30000.0,14,13393.333333333334
Toyota,Furniture,2015,Saudi,White,Full,2.7,Gas,Automatic,209,Riyadh,72000.0,10,19.0
Ford,Victoria,2007,Saudi,Golden,Semi Full,3.5,Gas,Automatic,480,Riyadh,15000.0,18,25.263157894736842
Nissan,Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Manual,106000,Dammam,65000.0,9,10600.0
GMC,Yukon,2014,Saudi,Red,Standard,5.3,Gas,Automatic,92000,Dammam,90000.0,11,7666.666666666667
Lexus,IS,2015,Saudi,Bronze,Full,3.5,Gas,Automatic,181000,Riyadh,60000.0,10,16454.545454545456
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,233000,Jubail,25000.0,12,17923.076923076922
Kia,Sorento,2015,Saudi,Black,Semi Full,3.3,Gas,Automatic,182000,Dammam,30000.0,10,16545.454545454544
Hyundai,Creta,2017,Saudi,Silver,Semi Full,1.6,Gas,Automatic,120000,Jeddah,50000.0,8,13333.333333333334
Ford,Explorer,2016,Saudi,Black,Standard,3.5,Gas,Automatic,228000,Riyadh,65000.0,9,22800.0
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,71000,Al-Medina,62000.0,7,8875.0
Hyundai,Sonata,2019,Saudi,Silver,Semi Full,2.4,Gas,Automatic,53000,Dammam,79000.0,6,7571.428571428572
Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,170000,Riyadh,27000.0,10,15454.545454545454
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,79000,Dammam,33000.0,7,9875.0
Mercedes,E,2016,Other,Black,Standard,3.0,Gas,Automatic,110440,Riyadh,98000.0,9,11044.0
Toyota,Avalon,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,340000,Tabouk,43000.0,11,28333.333333333332
Hyundai,Sonata,2013,Saudi,White,Full,2.6,Gas,Automatic,280,Riyadh,25000.0,12,21.53846153846154
Hyundai,Tucson,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,101000,Riyadh,1300.0,6,14428.57142857143
Dodge,Charger,2016,Other,Another Color,Full,5.7,Gas,Automatic,100000,Dammam,109000.0,9,10000.0
Nissan,Sentra,2017,Saudi,White,Standard,1.6,Gas,Automatic,50700,Riyadh,37000.0,8,5633.333333333333
